Season,Gamecode,Date,Team,Opp,Won,Game_home,Team_rank,Opp_rank
2015,2015125SouWes,2015-12-05 00:00:00,Southern Mississippi,Western Kentucky,0,Away,0.0,0.0
2015,2015125LouTro,2015-12-05 00:00:00,Louisiana,Troy,0,Home,0.0,0.0
2015,2015125BayTex,2015-12-05 00:00:00,Baylor,Texas,0,Home,0.52,0.0
2015,2015125SouSta,2015-12-05 00:00:00,Southern California,Stanford,0,Away,0.040000000000000036,0.72
2015,2015125AirSan,2015-12-05 00:00:00,Air Force,San Diego State,0,Away,0.0,0.0
2015,2015125NewLou,2015-12-05 00:00:00,New Mexico State,Louisiana-Monroe,0,Away,0.0,0.0
2015,2015125SouApp,2015-12-05 00:00:00,South Alabama,Appalachian State,0,Home,0.0,0.0
2015,2015125IowMic,2015-12-05 00:00:00,Iowa,Michigan State,0,Away,0.84,0.8
2015,2015125GeoGeo,2015-12-05 00:00:00,Georgia Southern,Georgia State,0,Home,0.0,0.0
2015,2015125TemHou,2015-12-05 00:00:00,Temple,Houston,0,Away,0.19999999999999996,0.31999999999999995
2015,2015125AlaFlo,2015-12-05 00:00:00,Alabama,Florida,1,Home,0.92,0.28
2015,2015125WesSou,2015-12-05 00:00:00,Western Kentucky,Southern Mississippi,1,Home,0.0,0.0
2015,2015125TroLou,2015-12-05 00:00:00,Troy,Louisiana,1,Away,0.0,0.0
2015,2015125TexBay,2015-12-05 00:00:00,Texas,Baylor,1,Away,0.0,0.52
2015,2015125StaSou,2015-12-05 00:00:00,Stanford,Southern California,1,Home,0.72,0.040000000000000036
2015,2015125SanAir,2015-12-05 00:00:00,San Diego State,Air Force,1,Home,0.0,0.0
2015,2015125HouTem,2015-12-05 00:00:00,Houston,Temple,1,Home,0.31999999999999995,0.19999999999999996
2015,2015125LouNew,2015-12-05 00:00:00,Louisiana-Monroe,New Mexico State,1,Home,0.0,0.0
2015,2015125KanWes,2015-12-05 00:00:00,Kansas State,West Virginia,1,Home,0.0,0.0
2015,2015125AppSou,2015-12-05 00:00:00,Appalachian State,South Alabama,1,Away,0.0,0.0
2015,2015125ArkTex,2015-12-05 00:00:00,Arkansas State,Texas State,1,Home,0.0,0.0
2015,2015125CleNor,2015-12-05 00:00:00,Clemson,North Carolina,1,Home,0.96,0.6799999999999999
2015,2015125GeoGeo,2015-12-05 00:00:00,Georgia State,Georgia Southern,1,Away,0.0,0.0
2015,2015125MicIow,2015-12-05 00:00:00,Michigan State,Iowa,1,Home,0.8,0.84
2015,20151212NavArm,2015-12-12 00:00:00,Navy,Army,1,Home,0.16000000000000003,0.0
2015,20151212ArmNav,2015-12-12 00:00:00,Army,Navy,0,Away,0.0,0.16000000000000003
2015,20151219LouArk,2015-12-19 00:00:00,Louisiana Tech,Arkansas State,1,Neutral,0.0,0.0
2015,20151219OhiApp,2015-12-19 00:00:00,Ohio,Appalachian State,0,Neutral,0.0,0.0
2015,20151219NewAri,2015-12-19 00:00:00,New Mexico,Arizona,0,Neutral,0.0,0.0
2015,20151219SanGeo,2015-12-19 00:00:00,San Jose State,Georgia State,1,Neutral,0.0,0.0
2015,20151219GeoSan,2015-12-19 00:00:00,Georgia State,San Jose State,0,Neutral,0.0,0.0
2015,20151219BriUta,2015-12-19 00:00:00,Brigham Young,Utah,0,Neutral,0.0,0.19999999999999996
2015,20151219AppOhi,2015-12-19 00:00:00,Appalachian State,Ohio,1,Neutral,0.0,0.0
2015,20151219AriNew,2015-12-19 00:00:00,Arizona,New Mexico,1,Neutral,0.0,0.0
2015,20151219UtaBri,2015-12-19 00:00:00,Utah,Brigham Young,1,Neutral,0.19999999999999996,0.0
2015,20151219ArkLou,2015-12-19 00:00:00,Arkansas State,Louisiana Tech,0,Neutral,0.0,0.0
2015,20151221WesSou,2015-12-21 00:00:00,Western Kentucky,South Florida,1,Neutral,0.0,0.0
2015,20151221SouWes,2015-12-21 00:00:00,South Florida,Western Kentucky,0,Neutral,0.0,0.0
2015,20151222UtaAkr,2015-12-22 00:00:00,Utah State,Akron,0,Neutral,0.0,0.0
2015,20151222AkrUta,2015-12-22 00:00:00,Akron,Utah State,1,Neutral,0.0,0.0
2015,20151222TemTol,2015-12-22 00:00:00,Temple,Toledo,0,Neutral,0.040000000000000036,0.0
2015,20151222TolTem,2015-12-22 00:00:00,Toledo,Temple,1,Neutral,0.0,0.040000000000000036
2015,20151223BowGeo,2015-12-23 00:00:00,Bowling Green State,Georgia Southern,0,Neutral,0.0,0.0
2015,20151223GeoBow,2015-12-23 00:00:00,Georgia Southern,Bowling Green State,1,Neutral,0.0,0.0
2015,20151223NorBoi,2015-12-23 00:00:00,Northern Illinois,Boise State,0,Neutral,0.0,0.0
2015,20151223BoiNor,2015-12-23 00:00:00,Boise State,Northern Illinois,1,Neutral,0.0,0.0
2015,20151224SanCin,2015-12-24 00:00:00,San Diego State,Cincinnati,1,Neutral,0.0,0.0
2015,20151224WesMid,2015-12-24 00:00:00,Western Michigan,Middle Tennessee State,1,Neutral,0.0,0.0
2015,20151224CinSan,2015-12-24 00:00:00,Cincinnati,San Diego State,0,Neutral,0.0,0.0
2015,20151224MidWes,2015-12-24 00:00:00,Middle Tennessee State,Western Michigan,0,Neutral,0.0,0.0
2015,20151226ConMar,2015-12-26 00:00:00,Connecticut,Marshall,0,Neutral,0.0,0.0
2015,20151226WasMia,2015-12-26 00:00:00,Washington State,Miami (FL),1,Neutral,0.0,0.0
2015,20151226VirTul,2015-12-26 00:00:00,Virginia Tech,Tulsa,1,Neutral,0.0,0.0
2015,20151226UCLNeb,2015-12-26 00:00:00,UCLA,Nebraska,0,Neutral,0.0,0.0
2015,20151226MarCon,2015-12-26 00:00:00,Marshall,Connecticut,1,Neutral,0.0,0.0
2015,20151226DukInd,2015-12-26 00:00:00,Duke,Indiana,1,Neutral,0.0,0.0
2015,20151226WasSou,2015-12-26 00:00:00,Washington,Southern Mississippi,1,Neutral,0.0,0.0
2015,20151226NebUCL,2015-12-26 00:00:00,Nebraska,UCLA,1,Neutral,0.0,0.0
2015,20151226MiaWas,2015-12-26 00:00:00,Miami (FL),Washington State,0,Neutral,0.0,0.0
2015,20151226SouWas,2015-12-26 00:00:00,Southern Mississippi,Washington,0,Neutral,0.0,0.0
2015,20151226TulVir,2015-12-26 00:00:00,Tulsa,Virginia Tech,0,Neutral,0.0,0.0
2015,20151226IndDuk,2015-12-26 00:00:00,Indiana,Duke,0,Neutral,0.0,0.0
2015,20151228NavPit,2015-12-28 00:00:00,Navy,Pittsburgh,1,Neutral,0.16000000000000003,0.0
2015,20151228PitNav,2015-12-28 00:00:00,Pittsburgh,Navy,0,Neutral,0.0,0.16000000000000003
2015,20151228CenMin,2015-12-28 00:00:00,Central Michigan,Minnesota,0,Neutral,0.0,0.0
2015,20151228MinCen,2015-12-28 00:00:00,Minnesota,Central Michigan,1,Neutral,0.0,0.0
2015,20151229AirCal,2015-12-29 00:00:00,Air Force,California,0,Neutral,0.0,0.0
2015,20151229ColNev,2015-12-29 00:00:00,Colorado State,Nevada,0,Neutral,0.0,0.0
2015,20151229BayNor,2015-12-29 00:00:00,Baylor,North Carolina,1,Neutral,0.28,0.6
2015,20151229CalAir,2015-12-29 00:00:00,California,Air Force,1,Neutral,0.0,0.0
2015,20151229LouTex,2015-12-29 00:00:00,Louisiana State,Texas Tech,1,Neutral,0.12,0.0
2015,20151229TexLou,2015-12-29 00:00:00,Texas Tech,Louisiana State,0,Neutral,0.0,0.12
2015,20151229NorBay,2015-12-29 00:00:00,North Carolina,Baylor,0,Neutral,0.6,0.28
2015,20151229NevCol,2015-12-29 00:00:00,Nevada,Colorado State,1,Neutral,0.0,0.0
2015,20151230AubMem,2015-12-30 00:00:00,Auburn,Memphis,1,Neutral,0.0,0.0
2015,20151230LouTex,2015-12-30 00:00:00,Louisville,Texas A&M,1,Neutral,0.0,0.0
2015,20151230TexLou,2015-12-30 00:00:00,Texas A&M,Louisville,0,Neutral,0.0,0.0
2015,20151230MisNor,2015-12-30 00:00:00,Mississippi State,North Carolina State,1,Neutral,0.0,0.0
2015,20151230MemAub,2015-12-30 00:00:00,Memphis,Auburn,0,Neutral,0.0,0.0
2015,20151230SouWis,2015-12-30 00:00:00,Southern California,Wisconsin,0,Neutral,0.0,0.07999999999999996
2015,20151230WisSou,2015-12-30 00:00:00,Wisconsin,Southern California,1,Neutral,0.07999999999999996,0.0
2015,20151230NorMis,2015-12-30 00:00:00,North Carolina State,Mississippi State,0,Neutral,0.0,0.0
2015,20151231CleOkl,2015-12-31 00:00:00,Clemson,Oklahoma,1,Neutral,0.96,0.84
2015,20151231HouFlo,2015-12-31 00:00:00,Houston,Florida State,1,Neutral,0.43999999999999995,0.64
2015,20151231AlaMic,2015-12-31 00:00:00,Alabama,Michigan State,1,Neutral,0.92,0.88
2015,20151231MicAla,2015-12-31 00:00:00,Michigan State,Alabama,0,Neutral,0.88,0.92
2015,20151231FloHou,2015-12-31 00:00:00,Florida State,Houston,0,Neutral,0.64,0.43999999999999995
2015,20151231OklCle,2015-12-31 00:00:00,Oklahoma,Clemson,0,Neutral,0.84,0.96
2015,201611MicFlo,2016-01-01 00:00:00,Michigan,Florida,1,Neutral,0.31999999999999995,0.24
2015,201611MisOkl,2016-01-01 00:00:00,Mississippi,Oklahoma State,1,Neutral,0.36,0.48
2015,201611OhiNot,2016-01-01 00:00:00,Ohio State,Notre Dame,1,Neutral,0.72,0.6799999999999999
2015,201611StaIow,2016-01-01 00:00:00,Stanford,Iowa,1,Neutral,0.8,0.76
2015,201611TenNor,2016-01-01 00:00:00,Tennessee,Northwestern,1,Neutral,0.0,0.52
2015,201611OklMis,2016-01-01 00:00:00,Oklahoma State,Mississippi,0,Neutral,0.48,0.36
2015,201611IowSta,2016-01-01 00:00:00,Iowa,Stanford,0,Neutral,0.76,0.8
2015,201611FloMic,2016-01-01 00:00:00,Florida,Michigan,0,Neutral,0.24,0.31999999999999995
2015,201611NotOhi,2016-01-01 00:00:00,Notre Dame,Ohio State,0,Neutral,0.6799999999999999,0.72
2015,201611NorTen,2016-01-01 00:00:00,Northwestern,Tennessee,0,Neutral,0.52,0.0
2015,201612AriWes,2016-01-02 00:00:00,Arizona State,West Virginia,0,Neutral,0.0,0.0
2015,201612KanArk,2016-01-02 00:00:00,Kansas State,Arkansas,0,Neutral,0.0,0.0
2015,201612OreTex,2016-01-02 00:00:00,Oregon,Texas Christian,0,Neutral,0.4,0.56
2015,201612ArkKan,2016-01-02 00:00:00,Arkansas,Kansas State,1,Neutral,0.0,0.0
2015,201612WesAri,2016-01-02 00:00:00,West Virginia,Arizona State,1,Neutral,0.0,0.0
2015,201612GeoPen,2016-01-02 00:00:00,Georgia,Penn State,1,Neutral,0.0,0.0
2015,201612PenGeo,2016-01-02 00:00:00,Penn State,Georgia,0,Neutral,0.0,0.0
2015,201612TexOre,2016-01-02 00:00:00,Texas Christian,Oregon,1,Neutral,0.56,0.4
2015,2016111AlaCle,2016-01-11 00:00:00,Alabama,Clemson,1,Neutral,0.92,0.96
2015,2016111CleAla,2016-01-11 00:00:00,Clemson,Alabama,0,Neutral,0.96,0.92
2016,2016826CalHaw,2016-08-26 00:00:00,California,Hawaii,1,Home,0.0,0.0
2016,2016826HawCal,2016-08-26 00:00:00,Hawaii,California,0,Away,0.0,0.0
2016,201691NevJac,2016-09-01 00:00:00,Nevada-Las Vegas,Jackson State,1,Home,0.0,0.0
2016,201691NewSou,2016-09-01 00:00:00,New Mexico,South Dakota,1,Home,0.0,0.0
2016,201691IndFlo,2016-09-01 00:00:00,Indiana,Florida International,1,Away,0.0,0.0
2016,201691LouCha,2016-09-01 00:00:00,Louisville,Charlotte,1,Home,0.24,0.0
2016,201691MinOre,2016-09-01 00:00:00,Minnesota,Oregon State,1,Home,0.0,0.0
2016,201691MaiCon,2016-09-01 00:00:00,Maine,Connecticut,0,Away,0.0,0.0
2016,201691ConMai,2016-09-01 00:00:00,Connecticut,Maine,1,Home,0.0,0.0
2016,201691CinTen,2016-09-01 00:00:00,Cincinnati,Tennessee-Martin,1,Home,0.0,0.0
2016,201691CenPre,2016-09-01 00:00:00,Central Michigan,Presbyterian,1,Home,0.0,0.0
2016,201691NorWil,2016-09-01 00:00:00,North Carolina State,William & Mary,1,Home,0.0,0.0
2016,201691IdaMon,2016-09-01 00:00:00,Idaho,Montana State,1,Home,0.0,0.0
2016,201691TenCin,2016-09-01 00:00:00,Tennessee-Martin,Cincinnati,0,Away,0.0,0.0
2016,201691SouVan,2016-09-01 00:00:00,South Carolina,Vanderbilt,1,Away,0.0,0.0
2016,201691UtaSou,2016-09-01 00:00:00,Utah,Southern Utah,1,Home,0.0,0.0
2016,201691MonIda,2016-09-01 00:00:00,Montana State,Idaho,0,Away,0.0,0.0
2016,201691FloInd,2016-09-01 00:00:00,Florida International,Indiana,0,Home,0.0,0.0
2016,201691ChaLou,2016-09-01 00:00:00,Charlotte,Louisville,0,Away,0.0,0.24
2016,201691OreMin,2016-09-01 00:00:00,Oregon State,Minnesota,0,Away,0.0,0.0
2016,201691JacNev,2016-09-01 00:00:00,Jackson State,Nevada-Las Vegas,0,Away,0.0,0.0
2016,201691SouNew,2016-09-01 00:00:00,South Dakota,New Mexico,0,Away,0.0,0.0
2016,201691WilNor,2016-09-01 00:00:00,William & Mary,North Carolina State,0,Away,0.0,0.0
2016,201691VanSou,2016-09-01 00:00:00,Vanderbilt,South Carolina,0,Home,0.0,0.0
2016,201691AppTen,2016-09-01 00:00:00,Appalachian State,Tennessee,0,Away,0.0,0.64
2016,201691SouUta,2016-09-01 00:00:00,Southern Utah,Utah,0,Away,0.0,0.0
2016,201691TenApp,2016-09-01 00:00:00,Tennessee,Appalachian State,1,Home,0.64,0.0
2016,201691WebUta,2016-09-01 00:00:00,Weber State,Utah State,0,Away,0.0,0.0
2016,201691UtaWeb,2016-09-01 00:00:00,Utah State,Weber State,1,Home,0.0,0.0
2016,201691RicWes,2016-09-01 00:00:00,Rice,Western Kentucky,0,Away,0.0,0.0
2016,201691WesRic,2016-09-01 00:00:00,Western Kentucky,Rice,1,Home,0.0,0.0
2016,201691TulWak,2016-09-01 00:00:00,Tulane,Wake Forest,0,Away,0.0,0.0
2016,201691WakTul,2016-09-01 00:00:00,Wake Forest,Tulane,1,Home,0.0,0.0
2016,201691PreCen,2016-09-01 00:00:00,Presbyterian,Central Michigan,0,Away,0.0,0.0
2016,201692ArmTem,2016-09-02 00:00:00,Army,Temple,1,Away,0.0,0.0
2016,201692BalGeo,2016-09-02 00:00:00,Ball State,Georgia State,1,Away,0.0,0.0
2016,201692EasMis,2016-09-02 00:00:00,Eastern Michigan,Mississippi Valley State,1,Home,0.0,0.0
2016,201692BayNor,2016-09-02 00:00:00,Baylor,Northwestern State,1,Home,0.07999999999999996,0.0
2016,201692SyrCol,2016-09-02 00:00:00,Syracuse,Colgate,1,Home,0.0,0.0
2016,201692TolArk,2016-09-02 00:00:00,Toledo,Arkansas State,1,Away,0.0,0.0
2016,201692AlbBuf,2016-09-02 00:00:00,Albany,Buffalo,1,Away,0.0,0.0
2016,201692ColCol,2016-09-02 00:00:00,Colorado,Colorado State,1,Home,0.0,0.0
2016,201692MicFur,2016-09-02 00:00:00,Michigan State,Furman,1,Home,0.52,0.0
2016,201692StaKan,2016-09-02 00:00:00,Stanford,Kansas State,1,Home,0.6799999999999999,0.0
2016,201692KanSta,2016-09-02 00:00:00,Kansas State,Stanford,0,Away,0.0,0.6799999999999999
2016,201692MisEas,2016-09-02 00:00:00,Mississippi Valley State,Eastern Michigan,0,Away,0.0,0.0
2016,201692GeoBal,2016-09-02 00:00:00,Georgia State,Ball State,0,Home,0.0,0.0
2016,201692BufAlb,2016-09-02 00:00:00,Buffalo,Albany,0,Home,0.0,0.0
2016,201692ColCol,2016-09-02 00:00:00,Colorado State,Colorado,0,Away,0.0,0.0
2016,201692TemArm,2016-09-02 00:00:00,Temple,Army,0,Home,0.0,0.0
2016,201692FurMic,2016-09-02 00:00:00,Furman,Michigan State,0,Away,0.0,0.52
2016,201692CalNev,2016-09-02 00:00:00,Cal Poly,Nevada,0,Away,0.0,0.0
2016,201692NevCal,2016-09-02 00:00:00,Nevada,Cal Poly,1,Home,0.0,0.0
2016,201692NorBay,2016-09-02 00:00:00,Northwestern State,Baylor,0,Away,0.0,0.07999999999999996
2016,201692ColSyr,2016-09-02 00:00:00,Colgate,Syracuse,0,Away,0.0,0.0
2016,201692ArkTol,2016-09-02 00:00:00,Arkansas State,Toledo,0,Home,0.0,0.0
2016,201693SouNor,2016-09-03 00:00:00,Southern Methodist,North Texas,1,Away,0.0,0.0
2016,201693SouKen,2016-09-03 00:00:00,Southern Mississippi,Kentucky,1,Away,0.0,0.0
2016,201693TexUCL,2016-09-03 00:00:00,Texas A&M,UCLA,1,Home,0.0,0.36
2016,201693MemSou,2016-09-03 00:00:00,Memphis,Southeast Missouri State,1,Home,0.0,0.0
2016,201693SanNew,2016-09-03 00:00:00,San Diego State,New Hampshire,1,Home,0.0,0.0
2016,201693PurEas,2016-09-03 00:00:00,Purdue,Eastern Kentucky,1,Home,0.0,0.0
2016,201693TexSou,2016-09-03 00:00:00,Texas Christian,South Dakota State,1,Home,0.48,0.0
2016,201693SouMis,2016-09-03 00:00:00,South Alabama,Mississippi State,1,Away,0.0,0.0
2016,201693TexOhi,2016-09-03 00:00:00,Texas State,Ohio,1,Away,0.0,0.0
2016,201693WasRut,2016-09-03 00:00:00,Washington,Rutgers,1,Home,0.43999999999999995,0.0
2016,201693TexNew,2016-09-03 00:00:00,Texas-El Paso,New Mexico State,1,Home,0.0,0.0
2016,201693TexAla,2016-09-03 00:00:00,Texas-San Antonio,Alabama State,1,Home,0.0,0.0
2016,201693TroAus,2016-09-03 00:00:00,Troy,Austin Peay,1,Home,0.0,0.0
2016,201693TulSan,2016-09-03 00:00:00,Tulsa,San Jose State,1,Home,0.0,0.0
2016,201693VirLib,2016-09-03 00:00:00,Virginia Tech,Liberty,1,Home,0.0,0.0
2016,201693PitVil,2016-09-03 00:00:00,Pittsburgh,Villanova,1,Home,0.0,0.0
2016,201693WesMis,2016-09-03 00:00:00,West Virginia,Missouri,1,Home,0.0,0.0
2016,201693WesNor,2016-09-03 00:00:00,Western Michigan,Northwestern,1,Away,0.0,0.0
2016,201693TexSte,2016-09-03 00:00:00,Texas Tech,Stephen F. Austin,1,Home,0.0,0.0
2016,201693PenKen,2016-09-03 00:00:00,Penn State,Kent State,1,Home,0.0,0.0
2016,201693OreCal,2016-09-03 00:00:00,Oregon,California-Davis,1,Home,0.040000000000000036,0.0
2016,201693OklSou,2016-09-03 00:00:00,Oklahoma State,Southeastern Louisiana,1,Home,0.16000000000000003,0.0
2016,201693MarHow,2016-09-03 00:00:00,Maryland,Howard,1,Home,0.0,0.0
2016,201693LouSou,2016-09-03 00:00:00,Louisiana-Monroe,Southern,1,Home,0.0,0.0
2016,201693KanRho,2016-09-03 00:00:00,Kansas,Rhode Island,1,Home,0.0,0.0
2016,201693IowMia,2016-09-03 00:00:00,Iowa,Miami (OH),1,Home,0.31999999999999995,0.0
2016,201693IllMur,2016-09-03 00:00:00,Illinois,Murray State,1,Home,0.0,0.0
2016,201693HouOkl,2016-09-03 00:00:00,Houston,Oklahoma,1,Home,0.4,0.88
2016,201693GeoBos,2016-09-03 00:00:00,Georgia Tech,Boston College,1,Home,0.0,0.0
2016,201693GeoSav,2016-09-03 00:00:00,Georgia Southern,Savannah State,1,Home,0.0,0.0
2016,201693GeoNor,2016-09-03 00:00:00,Georgia,North Carolina,1,Home,0.28,0.12
2016,201693MidAla,2016-09-03 00:00:00,Middle Tennessee State,Alabama A&M,1,Home,0.0,0.0
2016,201693FloSou,2016-09-03 00:00:00,Florida Atlantic,Southern Illinois,1,Home,0.0,0.0
2016,201693FloMas,2016-09-03 00:00:00,Florida,Massachusetts,1,Home,0.0,0.0
2016,201693EasWas,2016-09-03 00:00:00,Eastern Washington,Washington State,1,Away,0.0,0.0
2016,201693MiaFlo,2016-09-03 00:00:00,Miami (FL),Florida A&M,1,Home,0.0,0.0
2016,201693EasWes,2016-09-03 00:00:00,East Carolina,Western Carolina,1,Home,0.0,0.0
2016,201693CleAub,2016-09-03 00:00:00,Clemson,Auburn,1,Away,0.92,0.0
2016,201693CenSou,2016-09-03 00:00:00,Central Florida,South Carolina State,1,Home,0.0,0.0
2016,201693BriAri,2016-09-03 00:00:00,Brigham Young,Arizona,1,Home,0.0,0.0
2016,201693BoiLou,2016-09-03 00:00:00,Boise State,Louisiana,1,Away,0.0,0.0
2016,201693ArkLou,2016-09-03 00:00:00,Arkansas,Louisiana Tech,1,Home,0.0,0.0
2016,201693AriNor,2016-09-03 00:00:00,Arizona State,Northern Arizona,1,Home,0.0,0.0
2016,201693AlaSou,2016-09-03 00:00:00,Alabama,Southern California,1,Home,0.96,0.19999999999999996
2016,201693AkrVir,2016-09-03 00:00:00,Akron,Virginia Military Institute,1,Home,0.0,0.0
2016,201693AirAbi,2016-09-03 00:00:00,Air Force,Abilene Christian,1,Home,0.0,0.0
2016,201693NavFor,2016-09-03 00:00:00,Navy,Fordham,1,Home,0.0,0.0
2016,201693NebFre,2016-09-03 00:00:00,Nebraska,Fresno State,1,Home,0.0,0.0
2016,201693NorIow,2016-09-03 00:00:00,Northern Iowa,Iowa State,1,Away,0.0,0.0
2016,201693OhiBow,2016-09-03 00:00:00,Ohio State,Bowling Green State,1,Home,0.76,0.0
2016,201693DukNor,2016-09-03 00:00:00,Duke,North Carolina Central,1,Home,0.0,0.0
2016,201693MicHaw,2016-09-03 00:00:00,Michigan,Hawaii,1,Home,0.72,0.0
2016,201693NorWyo,2016-09-03 00:00:00,Northern Illinois,Wyoming,0,Away,0.0,0.0
2016,201693LouWis,2016-09-03 00:00:00,Louisiana State,Wisconsin,0,Away,0.8,0.0
2016,201693FloMia,2016-09-03 00:00:00,Florida A&M,Miami (FL),0,Away,0.0,0.0
2016,201693SouMem,2016-09-03 00:00:00,Southeast Missouri State,Memphis,0,Away,0.0,0.0
2016,201693HowMar,2016-09-03 00:00:00,Howard,Maryland,0,Away,0.0,0.0
2016,201693SouLou,2016-09-03 00:00:00,Southern,Louisiana-Monroe,0,Away,0.0,0.0
2016,201693RhoKan,2016-09-03 00:00:00,Rhode Island,Kansas,0,Away,0.0,0.0
2016,201693MiaIow,2016-09-03 00:00:00,Miami (OH),Iowa,0,Away,0.0,0.31999999999999995
2016,201693MurIll,2016-09-03 00:00:00,Murray State,Illinois,0,Away,0.0,0.0
2016,201693OklHou,2016-09-03 00:00:00,Oklahoma,Houston,0,Away,0.88,0.4
2016,201693BosGeo,2016-09-03 00:00:00,Boston College,Georgia Tech,0,Away,0.0,0.0
2016,201693SavGeo,2016-09-03 00:00:00,Savannah State,Georgia Southern,0,Away,0.0,0.0
2016,201693NorGeo,2016-09-03 00:00:00,North Carolina,Georgia,0,Away,0.12,0.28
2016,201693SouFlo,2016-09-03 00:00:00,Southern Illinois,Florida Atlantic,0,Away,0.0,0.0
2016,201693MasFlo,2016-09-03 00:00:00,Massachusetts,Florida,0,Away,0.0,0.0
2016,201693WasEas,2016-09-03 00:00:00,Washington State,Eastern Washington,0,Home,0.0,0.0
2016,201693WesEas,2016-09-03 00:00:00,Western Carolina,East Carolina,0,Away,0.0,0.0
2016,201693NorDuk,2016-09-03 00:00:00,North Carolina Central,Duke,0,Away,0.0,0.0
2016,201693AubCle,2016-09-03 00:00:00,Auburn,Clemson,0,Home,0.0,0.92
2016,201693SouCen,2016-09-03 00:00:00,South Carolina State,Central Florida,0,Away,0.0,0.0
2016,201693AriBri,2016-09-03 00:00:00,Arizona,Brigham Young,0,Away,0.0,0.0
2016,201693LouBoi,2016-09-03 00:00:00,Louisiana,Boise State,0,Home,0.0,0.0
2016,201693LouArk,2016-09-03 00:00:00,Louisiana Tech,Arkansas,0,Away,0.0,0.0
2016,201693NorAri,2016-09-03 00:00:00,Northern Arizona,Arizona State,0,Away,0.0,0.0
2016,201693SouAla,2016-09-03 00:00:00,Southern California,Alabama,0,Away,0.19999999999999996,0.96
2016,201693VirAkr,2016-09-03 00:00:00,Virginia Military Institute,Akron,0,Away,0.0,0.0
2016,201693AbiAir,2016-09-03 00:00:00,Abilene Christian,Air Force,0,Away,0.0,0.0
2016,201693HawMic,2016-09-03 00:00:00,Hawaii,Michigan,0,Away,0.0,0.72
2016,201693WisLou,2016-09-03 00:00:00,Wisconsin,Louisiana State,1,Home,0.0,0.8
2016,201693AlaMid,2016-09-03 00:00:00,Alabama A&M,Middle Tennessee State,0,Away,0.0,0.0
2016,201693FreNeb,2016-09-03 00:00:00,Fresno State,Nebraska,0,Away,0.0,0.0
2016,201693NorWes,2016-09-03 00:00:00,Northwestern,Western Michigan,0,Home,0.0,0.0
2016,201693MisWes,2016-09-03 00:00:00,Missouri,West Virginia,0,Away,0.0,0.0
2016,201693RutWas,2016-09-03 00:00:00,Rutgers,Washington,0,Away,0.0,0.43999999999999995
2016,201693LibVir,2016-09-03 00:00:00,Liberty,Virginia Tech,0,Away,0.0,0.0
2016,201693SanTul,2016-09-03 00:00:00,San Jose State,Tulsa,0,Away,0.0,0.0
2016,201693AusTro,2016-09-03 00:00:00,Austin Peay,Troy,0,Away,0.0,0.0
2016,201693AlaTex,2016-09-03 00:00:00,Alabama State,Texas-San Antonio,0,Away,0.0,0.0
2016,201693NewTex,2016-09-03 00:00:00,New Mexico State,Texas-El Paso,0,Away,0.0,0.0
2016,201693SteTex,2016-09-03 00:00:00,Stephen F. Austin,Texas Tech,0,Away,0.0,0.0
2016,201693OhiTex,2016-09-03 00:00:00,Ohio,Texas State,0,Home,0.0,0.0
2016,201693SouTex,2016-09-03 00:00:00,South Dakota State,Texas Christian,0,Away,0.0,0.48
2016,201693UCLTex,2016-09-03 00:00:00,UCLA,Texas A&M,0,Away,0.36,0.0
2016,201693KenSou,2016-09-03 00:00:00,Kentucky,Southern Mississippi,0,Home,0.0,0.0
2016,201693NorSou,2016-09-03 00:00:00,North Texas,Southern Methodist,0,Home,0.0,0.0
2016,201693TowSou,2016-09-03 00:00:00,Towson,South Florida,0,Away,0.0,0.0
2016,201693MisSou,2016-09-03 00:00:00,Mississippi State,South Alabama,0,Home,0.0,0.0
2016,201693NewSan,2016-09-03 00:00:00,New Hampshire,San Diego State,0,Away,0.0,0.0
2016,201693VirRic,2016-09-03 00:00:00,Virginia,Richmond,0,Home,0.0,0.0
2016,201693EasPur,2016-09-03 00:00:00,Eastern Kentucky,Purdue,0,Away,0.0,0.0
2016,201693VilPit,2016-09-03 00:00:00,Villanova,Pittsburgh,0,Away,0.0,0.0
2016,201693KenPen,2016-09-03 00:00:00,Kent State,Penn State,0,Away,0.0,0.0
2016,201693CalOre,2016-09-03 00:00:00,California-Davis,Oregon,0,Away,0.0,0.040000000000000036
2016,201693SouOkl,2016-09-03 00:00:00,Southeastern Louisiana,Oklahoma State,0,Away,0.0,0.16000000000000003
2016,201693BowOhi,2016-09-03 00:00:00,Bowling Green State,Ohio State,0,Away,0.0,0.76
2016,201693IowNor,2016-09-03 00:00:00,Iowa State,Northern Iowa,0,Home,0.0,0.0
2016,201693ForNav,2016-09-03 00:00:00,Fordham,Navy,0,Away,0.0,0.0
2016,201693WyoNor,2016-09-03 00:00:00,Wyoming,Northern Illinois,1,Home,0.0,0.0
2016,201693RicVir,2016-09-03 00:00:00,Richmond,Virginia,1,Away,0.0,0.0
2016,201693SouTow,2016-09-03 00:00:00,South Florida,Towson,1,Home,0.0,0.0
2016,201694HamOld,2016-09-04 00:00:00,Hampton,Old Dominion,0,Away,0.0,0.0
2016,201694NotTex,2016-09-04 00:00:00,Notre Dame,Texas,0,Away,0.6,0.0
