2015,3,"Sep 19, 2015",,Sat,Penn State,28,,Rutgers,3,,
2015,3,"Sep 19, 2015",,Sat,Rice,38,@,North Texas,24,,
2015,3,"Sep 19, 2015",,Sat,South Alabama,34,@,San Diego State,27,,
2015,3,"Sep 19, 2015",,Sat,Southern Mississippi,56,@,Texas State,50,,
2015,3,"Sep 19, 2015",,Sat,Stanford,41,@,(6) Southern California,31,,
2015,3,"Sep 19, 2015",,Sat,Syracuse,30,,Central Michigan,27,,
2015,3,"Sep 19, 2015",,Sat,Temple,25,@,Massachusetts,23,,
2015,3,"Sep 19, 2015",,Sat,Tennessee,55,,Western Carolina,10,,
2015,3,"Sep 19, 2015",,Sat,(17) Texas A&M,44,,Nevada,27,,
2015,3,"Sep 19, 2015",,Sat,(3) Texas Christian,56,,Southern Methodist,37,,
2015,3,"Sep 19, 2015",,Sat,Texas Tech,35,@,Arkansas,24,,
2015,3,"Sep 19, 2015",,Sat,Texas-El Paso,50,@,New Mexico State,47,,
2015,3,"Sep 19, 2015",,Sat,Toledo,30,,Iowa State,23,,
2015,3,"Sep 19, 2015",,Sat,Tulane,38,,Maine,7,,
2015,3,"Sep 19, 2015",,Sat,(10) UCLA,24,,(19) Brigham Young,23,,
2015,3,"Sep 19, 2015",,Sat,(21) Utah,45,@,Fresno State,24,,
2015,3,"Sep 19, 2015",,Sat,Vanderbilt,47,,Austin Peay,7,,
2015,3,"Sep 19, 2015",,Sat,Virginia,35,,William & Mary,29,,
2015,3,"Sep 19, 2015",,Sat,Virginia Tech,51,@,Purdue,24,,
2015,3,"Sep 19, 2015",,Sat,Wake Forest,17,@,Army,14,,
2015,3,"Sep 19, 2015",,Sat,Washington,31,,Utah State,17,,
2015,3,"Sep 19, 2015",,Sat,Washington State,31,,Wyoming,14,,
2015,3,"Sep 19, 2015",,Sat,Western Michigan,52,,Murray State,20,,
2015,3,"Sep 19, 2015",,Sat,(24) Wisconsin,28,,Troy,3,,
2015,4,"Sep 24, 2015",,Thu,Memphis,53,,Cincinnati,46,,
2015,4,"Sep 25, 2015",,Fri,Boise State,56,@,Virginia,14,,
2015,4,"Sep 25, 2015",,Fri,(21) Stanford,42,@,Oregon State,24,,
2015,4,"Sep 26, 2015",,Sat,Akron,35,@,Louisiana,14,,
2015,4,"Sep 26, 2015",,Sat,(12) Alabama,34,,Louisiana-Monroe,0,,
2015,4,"Sep 26, 2015",,Sat,Appalachian State,49,@,Old Dominion,0,,
2015,4,"Sep 26, 2015",,Sat,Army,58,@,Eastern Michigan,36,,
2015,4,"Sep 26, 2015",,Sat,(5) Baylor,70,,Rice,17,,
2015,4,"Sep 26, 2015",,Sat,Boston College,17,,Northern Illinois,14,,
2015,4,"Sep 26, 2015",,Sat,Bowling Green State,35,@,Purdue,28,,
2015,4,"Sep 26, 2015",,Sat,California,30,@,Washington,24,,
2015,4,"Sep 26, 2015",,Sat,Colorado,48,,Nicholls State,0,,
2015,4,"Sep 26, 2015",,Sat,Colorado State,33,@,Texas-San Antonio,31,,
2015,4,"Sep 26, 2015",,Sat,Duke,34,,(20) Georgia Tech,20,,
2015,4,"Sep 26, 2015",,Sat,East Carolina,35,,Virginia Tech,28,,
2015,4,"Sep 26, 2015",,Sat,Florida,28,,Tennessee,27,,
2015,4,"Sep 26, 2015",,Sat,Florida Atlantic,17,@,Charlotte,7,,
2015,4,"Sep 26, 2015",,Sat,(7) Georgia,48,,Southern,6,,
2015,4,"Sep 26, 2015",,Sat,Georgia Southern,44,@,Idaho,20,,
2015,4,"Sep 26, 2015",,Sat,Houston,59,,Texas State,14,,
